"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1556427_s_at",-2.5907278870216,7.04154517635875,-9.75942957211786,5.88084988490163e-06,0.00172460690040607,4.57616883214213
"1560522_at",-2.79511895880626,3.11578344699679,-9.75102075112127,5.92149360402441e-06,0.00172460690040607,4.56959718159102
"218543_s_at",1.8901024678036,8.26165447164799,9.74397668466823,5.95578011150909e-06,0.00172460690040607,4.56408737558997
"214945_at",-3.16260135831989,8.14257980826002,-9.74278462101874,5.96160410016915e-06,0.00172460690040607,4.56315452646297
"219894_at",-2.5435116448736,4.95825631640597,-9.73616989988091,5.9940359210229e-06,0.00172486270516804,4.55797592754304
"228709_at",-1.93072333429689,6.51918568562733,-9.72004466235759,6.07391856084412e-06,0.00173443840560091,4.54533564208772
"236225_at",2.02268285375342,5.5721526879876,9.71667544171625,6.09075763832418e-06,0.00173443840560091,4.54269170101199
"1554179_s_at",5.35466612335548,4.49060953406185,9.70904122525432,6.12910422219683e-06,0.00173631488781664,4.53669719949779
"228062_at",-1.94579986357566,6.61884912389195,-9.68939303746698,6.22903087782292e-06,0.0017555271301287,4.5212456653029
"236936_at",-2.36478432843334,5.14658105088509,-9.66371240578753,6.36236473471779e-06,0.00177131258419877,4.50099903406861
"235570_at",-2.454061616914,8.14861113039156,-9.66140998477298,6.37447227022338e-06,0.00177131258419877,4.49918096749714
"212171_x_at",2.83586457720929,8.07776974415667,9.65993674912162,6.38223281366544e-06,0.00177131258419877,4.49801740749115
"208650_s_at",5.66493484673934,7.54865608470671,9.64945918384061,6.43772776601584e-06,0.00177769073538847,4.48973671407297
"203238_s_at",3.87007953561327,7.45036521492061,9.63570021925111,6.51141516251399e-06,0.00178900313573092,4.47884791800039
"210559_s_at",3.83738861665997,5.34949829528667,9.62450777908705,6.57204570091279e-06,0.00179663299348703,4.46997790601478
"1558176_at",-3.36965593834868,2.8884136342785,-9.61639120703448,6.61640457584901e-06,0.00179976079693803,4.46353857622574
"1555942_a_at",6.50751211134665,4.02149076100918,9.59909600864787,6.71203559097871e-06,0.00181158716267861,4.44979782186436
"226682_at",-2.14264189693332,7.68345855818347,-9.59656665417485,6.72614895333807e-06,0.00181158716267861,4.44778606213857
"203501_at",-2.34506166619608,7.6579512893171,-9.58431350092828,6.79498572295274e-06,0.00182115610001197,4.43803227138339
"218976_at",-2.86601526692002,6.60485918417922,-9.5588935512021,6.94029077708572e-06,0.00183638181521536,4.41775469772243
"205141_at",-2.4395832958519,7.17278229925209,-9.5571705947911,6.95026315768685e-06,0.00183638181521536,4.41637820027186
"1553102_a_at",-2.38405061194034,6.31690733841256,-9.55558682036918,6.95944394112022e-06,0.00183638181521536,4.41511266319944
"205844_at",2.91178973008595,4.34927181835287,9.55015862807515,6.99101185736266e-06,0.00183638181521536,4.41077348647845
"218662_s_at",3.41002815893296,5.1943138701053,9.54524376640278,7.0197311272064e-06,0.00183638181521536,4.40684237798022
"227889_at",-1.85568272716134,6.84647426973875,-9.52554985614242,7.13612564691665e-06,0.0018579412845008,4.39106863989116
"231358_at",-2.46838840764472,4.41642038526929,-9.50427592052816,7.26426201536688e-06,0.00188233898431367,4.37399020886894
"213745_at",-3.93571048494716,5.68371270402528,-9.49281769834128,7.33432953278298e-06,0.00189153050568353,4.36477479869235
"219144_at",-4.56345913615915,5.43283412262841,-9.45534994866038,7.56871581267095e-06,0.00190769964354067,4.33455802530279
"201890_at",4.37614197183005,5.7283373928817,9.45345713104592,7.58077454484626e-06,0.00190769964354067,4.33302813952037
"206102_at",3.05405535441646,6.3863195867352,9.4474422058849,7.61923557726813e-06,0.00190769964354067,4.32816436476889
"206132_at",-2.51926924147059,6.96036027267358,-9.44707412905693,7.62159615476377e-06,0.00190769964354067,4.32786662456736
"203680_at",-2.75500804616613,8.40828385638376,-9.4377868833987,7.68142625710654e-06,0.00190769964354067,4.32035002111104
"207828_s_at",3.41368640636297,6.89992872984425,9.43607711347929,7.69249740855247e-06,0.00190769964354067,4.31896536850255
"206503_x_at",2.3630146696473,4.12191981750708,9.43162281021475,7.72142299099802e-06,0.00190769964354067,4.31535681250107
"209470_s_at",-3.88233479069767,6.64833426426102,-9.430162304993,7.73093346040515e-06,0.00190769964354067,4.31417322270989
"200787_s_at",2.59526185359428,7.8311250580799,9.42943161240803,7.73569642069397e-06,0.00190769964354067,4.3135809982961
"214071_at",-3.03238432356512,3.92721168956749,-9.42334733132288,7.77548254413624e-06,0.00190769964354067,4.30864781417419
"227452_at",4.56783891498813,4.73835536193549,9.42253180738294,7.78083256533279e-06,0.00190769964354067,4.30798632416781
"206069_s_at",-3.86505010868137,4.59294805024085,-9.41405265774348,7.83669951318883e-06,0.00191281940126607,4.30110509619606
"1560202_at",-2.85900413305741,1.43309088977297,-9.38899374822451,8.00441528065158e-06,0.00193812431458659,4.28073019399688
"204846_at",8.47441244592419,5.69036852612905,9.38798219300589,8.01126831452346e-06,0.00193812431458659,4.27990651090675
"235264_at",-2.05989605897709,6.49479793245853,-9.38179969506745,8.05329444326391e-06,0.0019393101962737,4.2748702238686
"218704_at",2.83038492902397,5.59456530984643,9.3768509425381,8.08710973480391e-06,0.0019393101962737,4.27083642279622
"241705_at",-2.59549747272224,4.85304424825608,-9.35543247770844,8.23528522083721e-06,0.00196621929890513,4.25335195994252
"215625_at",1.86059294939123,2.45746360846855,9.33116084044677,8.4068378654503e-06,0.00199845156649346,4.23348728156267
